ticker,regime,fold_id,n_train,n_test,train_mean_bps,test_mean_bps,train_std_bps,test_std_bps,ks_stat,ks_p,ks_reject_5pct,test_outside_train_range
PG,full,7,2772,252,3.7470895259652806,7.291213379223571,108.48939083092986,101.90100215180024,0.059523809523809534,0.37418378033038197,False,0.0
PG,full,8,3024,252,4.042433180403472,-0.629884400679944,107.96016065755714,130.07689759410422,0.11210317460317465,0.005373190438462801,True,0.0
PG,full,9,3276,252,3.6830241357047466,5.613993373980105,109.82675379417203,89.18950057843178,0.04090354090354087,0.8153742225651132,False,0.0
PG,full,10,3528,252,3.8209505098672722,1.2092041767267163,108.48407893741744,106.03564183739606,0.047052154195011325,0.6597129867652023,False,0.0
PG,full,11,3780,252,3.6468340876579024,-4.245092434414431,108.32453066948021,119.82925545388547,0.0984126984126984,0.019342601084417807,True,0.0
KO,full,0,1008,252,4.693031612015736,3.397379507408074,96.90183929935998,95.4271069854784,0.055555555555555525,0.5514488072404921,False,0.003968253968253968
KO,full,1,1260,252,4.433901191094203,6.036173708153943,96.6100839017489,86.8879031692995,0.039682539682539764,0.8868899876292,False,0.0
KO,full,2,1512,252,4.70094661060416,-2.0739208540174294,95.0606724434057,85.19524745699718,0.08399470899470896,0.09111208687078641,False,0.0
KO,full,3,1764,252,3.7331084013725047,2.457125401865447,93.74491278782794,70.10309230330215,0.10090702947845798,0.021235700554506902,True,0.0
KO,full,4,2016,252,3.5736105264341225,3.3749325822538734,91.12671732380802,106.055605969991,0.06051587301587302,0.3734532984866157,False,0.003968253968253968
KO,full,5,2268,252,3.551535199302984,-2.1239303504108125,92.90404579541709,155.82726701832252,0.048059964726631405,0.6570168002757685,False,0.007936507936507936
KO,full,6,2520,252,2.9839886443316037,9.035112822296927,100.99088200976243,184.65573887693174,0.14166666666666672,0.00018253440186123462,True,0.011904761904761904
KO,full,7,2772,252,3.534090842328452,7.86875613299082,111.24200145235761,94.13657390245857,0.06024531024531021,0.3596614020415868,False,0.0
KO,full,8,3024,252,3.895312949883649,1.302598844631683,109.92479620583525,118.4362305917583,0.0757275132275132,0.13287334596503242,False,0.0
KO,full,9,3276,252,3.6958734033258054,1.3440921686704488,110.60493647497182,80.83302502319182,0.07020757020757007,0.191135176446527,False,0.0
KO,full,10,3528,252,3.527889029421852,6.296498355594992,108.75069437909696,94.29536059047622,0.028911564625850317,0.9867012029992664,False,0.0
KO,full,11,3780,252,3.7124629845000614,4.387846708483236,107.84951200767857,105.28433905489604,0.0751322751322751,0.13281803122065106,False,0.0
BAC,full,0,1008,252,0.2471914897741086,-2.5090104577965366,257.92894926495694,145.6407759260115,0.11706349206349209,0.007545552467537864,True,0.0
BAC,full,1,1260,252,-0.3040488997400209,-6.478751917880237,239.71928767096327,188.98338708381317,0.051587301587301626,0.6189392553269512,False,0.0
